plant_id,type,n,c2,c1,c0
BUFORD-WAT,WAT,1,0,8.904013902157066,0
ALLATOONA-WAT,WAT,1,0,8.903976343973868,0
WALTER F GEORGE-WAT,WAT,1,0,8.904000967597323,0
PONCA-NG,NG,1,0,0.0,0
KAHE-RFO,RFO,1,0,10.528499698468066,0
WAIAU-DFO,DFO,1,0,22.80531107521509,0
WAIAU-RFO,RFO,1,0,10.571335348428478,0
WAIMEA-DFO,DFO,1,0,10.57542292425158,0
KANOELEHUA-DFO,DFO,1,0,28.31746536699065,0
PUUEO-WAT,WAT,1,0,8.904088110774444,0
W H HILL-RFO,RFO,1,0,12.909343656020502,0
WAIAU HYDRO-WAT,WAT,1,0,0.0,0
SLY CREEK-WAT,WAT,1,0,8.903920709649288,0
KINGSLEY-WAT,WAT,1,0,8.903913723498313,0
EAST BARNET-WAT,WAT,1,0,8.904466975058495,0
ORCA-DFO,DFO,1,0,10.856705887043038,0
GEM STATE-WAT,WAT,1,0,8.90405569437014,0
CANYON-WAT,WAT,1,0,8.903886179701553,0
PALAAU POWER-DFO,DFO,1,0,none,0
PALAAU POWER-MWH,MWH,1,0,none,0
LEWISVILLE-WAT,WAT,1,0,8.904331280135448,0
CHARLES E MONTY-WAT,WAT,1,0,8.903999523042549,0
JARVIS (HINCKLEY)-WAT,WAT,1,0,8.904350457989045,0
AMERICAN FALLS-WAT,WAT,1,0,8.9039813132537,0
BLISS-WAT,WAT,1,0,8.904001846354944,0
BROWNLEE-WAT,WAT,1,0,8.904000398154684,0
C J STRIKE-WAT,WAT,1,0,8.904008834199393,0
CASCADE DAM-WAT,WAT,1,0,8.904013078916382,0
CLEAR LAKE-WAT,WAT,1,0,8.903702034250585,0
LOWER MALAD-WAT,WAT,1,0,8.903896015154121,0
LOWER SALMON-WAT,WAT,1,0,8.903960674509976,0
SHOSHONE FALLS-WAT,WAT,1,0,8.903896337033283,0
SWAN FALLS-WAT,WAT,1,0,8.903971277693072,0
TWIN FALLS (ID)-WAT,WAT,1,0,8.904007320239094,0
UPPER SALMON A-WAT,WAT,1,0,8.904053876804678,0
UPPER MALAD-WAT,WAT,1,0,8.903858754384782,0
ASHTON-WAT,WAT,1,0,8.904120910313157,0
GRACE-WAT,WAT,1,0,8.904014755389698,0
ONEIDA-WAT,WAT,1,0,8.903918087257944,0
SODA-WAT,WAT,1,0,8.903581370991333,0
CABINET GORGE-WAT,WAT,1,0,8.904004189797032,0
POST FALLS-WAT,WAT,1,0,8.903959362825416,0
SCOTT FLAT-WAT,WAT,1,0,8.905336875729157,0
DWORSHAK-WAT,WAT,1,0,8.90399962190585,0
CITY POWER PLANT-WAT,WAT,1,0,8.904014012058626,0
LOWER NO 2-WAT,WAT,1,0,8.904004397538785,0
UPPER POWER PLANT-WAT,WAT,1,0,8.903972866981679,0
COMBIE SOUTH-WAT,WAT,1,0,8.90375257306402,0
PALISADES DAM-WAT,WAT,1,0,8.904004653092565,0
ALBENI FALLS-WAT,WAT,1,0,8.904031952577723,0
E D EDWARDS-SUB,SUB,1,0,10.52689945512598,0
COFFEEN-RC,RC,1,0,11.446498443488698,0
GRAND TOWER ENERGY CENTER LLC-NG,NG,1,0,8.077393716225169,0
DRESDEN GENERATING STATION-NUC,NUC,1,0,10.441610441057158,0
JOLIET 9-NG,NG,1,0,-1.5668004276218954,0
KINCAID GENERATION LLC-SUB,SUB,1,0,11.124062407127413,0
POWERTON-SUB,SUB,1,0,11.416942575031344,0
QUAD CITIES GENERATING STATION-NUC,NUC,1,0,10.441608569035006,0
WAUKEGAN-SUB,SUB,1,0,10.377796463149751,0
WILL COUNTY-SUB,SUB,1,0,10.206918516755982,0
JOPPA STEAM-RC,RC,1,0,11.460717021987165,0
BALDWIN ENERGY COMPLEX-RC,RC,1,0,10.075933226952513,0
HAVANA-RC,RC,1,0,12.26518386406173,0
HENNEPIN POWER STATION-RC,RC,1,0,11.713721292562548,0
MOLINE-NG,NG,1,0,122.85223995886541,0
MOLINE-WAT,WAT,1,0,8.89893959756487,0
ROCKTON-WAT,WAT,1,0,8.900839703145277,0
ALAMO-WAT,WAT,1,0,8.903927638271798,0
VENICE-NG,NG,1,0,11.627096335247499,0
QUINCY CHUTE-WAT,WAT,1,0,8.904172253375371,0
HYDRO PLANT NO 3-WAT,WAT,1,0,8.901944394525973,0
CARMI-DFO,DFO,1,0,10.568181818181818,0
FAIRFIELD-DFO,DFO,1,0,11.117287381878823,0
FARMER CITY-NG,NG,1,0,0.0,0
FARMER CITY-DFO,DFO,1,0,35.525038787838774,0
GENESEO-NG,NG,1,0,0.0,0
GENESEO-WND,WND,1,0,8.903597130140607,0
GENESEO-SUN,SUN,1,0,8.90480067502554,0
GENESEO-DFO,DFO,1,0,-3.9414787798408484,0
MARSHALL (IL)-DFO,DFO,1,0,8.931408521839764,0
PERU (IL)-DFO,DFO,1,0,9.10834298957126,0
PERU (IL)-JF,JF,1,0,26.666666666666668,0
PERU (IL)-WAT,WAT,1,0,8.904004510979293,0
C H CORN HYDROELECTRIC FACILITY-WAT,WAT,1,0,8.904109833324988,0
RANTOUL-DFO,DFO,1,0,12.037593984962406,0
RED BUD-DFO,DFO,1,0,9.730878319963077,0
NORTH NINTH STREET-DFO,DFO,1,0,10.987849188928717,0
NORTH NINTH STREET-NG,NG,1,0,10.95644922526544,0
NORTH NINTH STREET-SUN,SUN,1,0,8.918215613382898,0
SOUTH MAIN STREET-DFO,DFO,1,0,10.012927262136468,0
DALLMAN-BIT,BIT,1,0,11.509455851635975,0
LAKESIDE-DFO,DFO,1,0,0.0,0
REYNOLDS-DFO,DFO,1,0,29.648733413751494,0
SULLIVAN (IL)-DFO,DFO,1,0,10.076789134598645,0
WATERLOO-DFO,DFO,1,0,11.151649261164716,0
WINNETKA-NG,NG,1,0,16.24485857980357,0
WINNETKA-DFO,DFO,1,0,11.152849843295362,0
MARION-BIT,BIT,1,0,11.140917099986954,0
CLIFTY CREEK-BIT,BIT,1,0,10.699543674900678,0
ELKHART-WAT,WAT,1,0,8.905320316680815,0
LAST CHANCE-WAT,WAT,1,0,8.904514188332382,0
TWIN BRANCH-WAT,WAT,1,0,8.90470192861384,0
HARDING STREET-NG,NG,1,0,12.008497572969123,0
HARDING STREET-MWH,MWH,1,0,0.0,0
HARDING STREET-DFO,DFO,1,0,13.353556297917546,0
EAGLE VALLEY (IN)-NG,NG,1,0,6.81651081175449,0
CC PERRY K-NG,NG,1,0,4.138420779965455,0
AES PETERSBURG-BIT,BIT,1,0,10.232235213928908,0
AES PETERSBURG-DFO,DFO,1,0,10.919872859107235,0
MICHIGAN CITY-SUB,SUB,1,0,10.635306226273395,0
NORWAY (IN)-WAT,WAT,1,0,8.903871437535406,0
OAKDALE-WAT,WAT,1,0,8.905377529107756,0
CAYUGA-BIT,BIT,1,0,10.05212567401885,0
CAYUGA-DFO,DFO,1,0,10.11685929117468,0
CAYUGA-NG,NG,1,0,17.544849429638976,0
EDWARDSPORT-SGC,SGC,1,0,7.533607607841467,0
MARKLAND-WAT,WAT,1,0,8.903988545015105,0
NOBLESVILLE-NG,NG,1,0,7.887987264440538,0
R GALLAGHER-BIT,BIT,1,0,29.479920272687323,0
BROADWAY (IN)-NG,NG,1,0,0.0,0
F B CULLEY-BIT,BIT,1,0,11.010836796759182,0
NORTHEAST (IN)-NG,NG,1,0,0.0,0
BUTLER-WARNER GENERATION PLANT-NG,NG,1,0,12.367690114048594,0
MANTI LOWER-WAT,WAT,1,0,8.908098407442303,0
CRAWFORDSVILLE POWER PLANT-DFO,DFO,1,0,0.0,0
RENSSELAER CITY LIGHT PLANT-NG,NG,1,0,9.529648349032163,0
WHITEWATER VALLEY-BIT,BIT,1,0,12.81247887877199,0
LANSING-SUB,SUB,1,0,11.967193470586528,0
DUANE ARNOLD ENERGY CENTER-NUC,NUC,1,0,10.441611755421077,0
IOWA HYDRO LLC-WAT,WAT,1,0,8.90400938870108,0
MARSHALLTOWN-NG,NG,1,0,5.793514266855054,0
PRAIRIE CREEK-SUB,SUB,1,0,12.154771832390516,0
PRAIRIE CREEK-NG,NG,1,0,9.624789360354786,0
CORALVILLE GT-NG,NG,1,0,-9.518397222821623,0
RIVERSIDE-NG,NG,1,0,-144.50591016548464,0
WALTER SCOTT JR ENERGY CENTER-RC,RC,1,0,9.717390085099174,0
RIVER HILLS-NG,NG,1,0,-11.543346255536086,0
GEORGE NEAL NORTH-RC,RC,1,0,10.26666795444009,0
MERL PARR-NG,NG,1,0,-3.9571771454810256,0
BURLINGTON (IA)-SUB,SUB,1,0,10.345701447881485,0
BURLINGTON (IA)-NG,NG,1,0,18.756160008809847,0
KEOKUK-WAT,WAT,1,0,8.904001908871246,0
ALGONA-DFO,DFO,1,0,10.427366456609324,0
AMES ELECTRIC SERVICES POWER PLANT-NG,NG,1,0,11.902469521385195,0
ANITA-DFO,DFO,1,0,11.044444444444444,0
ATLANTIC-NG,NG,1,0,12.910547880716258,0
BANCROFT-DFO,DFO,1,0,9.361770407916543,0
BROOKLYN-DFO,DFO,1,0,0.0,0
GAS TURBINE (IA)-NG,NG,1,0,-11.777926008907803,0
STREETER STATION-NG,NG,1,0,17.021922254373838,0
COGGON-DFO,DFO,1,0,8.627170216574191,0
DAYTON (IA)-DFO,DFO,1,0,8.000000000000004,0
ESTHERVILLE-DFO,DFO,1,0,5.739990785565071,0
ESTHERVILLE-NG,NG,1,0,0.0,0
FOREST CITY LIGHT PLANT-DFO,DFO,1,0,10.009014850780494,0
GOWRIE-DFO,DFO,1,0,12.589413447782546,0
GRAETTINGER-DFO,DFO,1,0,10.793733202346136,0
GRAND JUNCTION-DFO,DFO,1,0,0.0,0
GRUNDY CENTER CITY LIGHT PLANT-DFO,DFO,1,0,8.727605478195713,0
INDIANOLA-DFO,DFO,1,0,-16.320069655031514,0
LAKE PARK-DFO,DFO,1,0,12.355790251829934,0
LAKE MILLS-DFO,DFO,1,0,9.686811189286221,0
LAMONI MUNICIPAL UTILITIES-DFO,DFO,1,0,11.905910575064965,0
MANNING-DFO,DFO,1,0,13.954325317448253,0
MCGREGOR-DFO,DFO,1,0,13.348164627363737,0
MILFORD-DFO,DFO,1,0,10.625166717328058,0
MUSCATINE PLANT #1-RC,RC,1,0,5.377201913593614,0
NEW HAMPTON-DFO,DFO,1,0,9.726903143568165,0
OSAGE (IA)-SUN,SUN,1,0,8.905594208219036,0
OSAGE (IA)-WND,WND,1,0,8.905101207052983,0
OTTUMWA CITY OF-WAT,WAT,1,0,8.904079956517773,0
PRESTON (IA)-DFO,DFO,1,0,none,0
PRESTON (IA)-NG,NG,1,0,none,0
PRIMGHAR-DFO,DFO,1,0,0.0,0
ROCK RAPIDS-DFO,DFO,1,0,11.139674378748927,0
SIBLEY ONE-NG,NG,1,0,11.552712488597075,0
SPENCER GAS TURBINE-KER,KER,1,0,18.636262239053437,0
STATE CENTER-DFO,DFO,1,0,16.341148814702876,0
STORY CITY-DFO,DFO,1,0,10.699811780278537,0
STUART (IA)-DFO,DFO,1,0,17.910447761194032,0
SUMNER-DFO,DFO,1,0,10.635092773023809,0
VINTON-DFO,DFO,1,0,-110.19596776201661,0
WEBSTER CITY-DFO,DFO,1,0,13.72018889765431,0
WILTON-DFO,DFO,1,0,9.523809523809522,0
WINTERSET-DFO,DFO,1,0,151.08695652173913,0
SUMMIT LAKE-NG,NG,1,0,13.090287444653978,0
EARL F WISDOM-NG,NG,1,0,13.69508848632903,0
BIRD CITY-DFO,DFO,1,0,none,0
COLBY-NG,NG,1,0,31.12292362839768,0
CIMARRON RIVER-NG,NG,1,0,13.125262846430521,0
FORT DODGE-NG,NG,1,0,13.745549281929176,0
GREAT BEND - SUNFLOWER-NG,NG,1,0,11.939009745207509,0
RIVERTON-NG,NG,1,0,7.224360897090117,0
GORDON EVANS ENERGY CENTER-NG,NG,1,0,10.717376152978776,0
LA CYGNE-SUB,SUB,1,0,10.237611750041768,0
HUTCHINSON ENERGY CENTER-NG,NG,1,0,19.669966481691635,0
HUTCHINSON ENERGY CENTER-DFO,DFO,1,0,18.95919944828911,0
LAWRENCE ENERGY CENTER-SUB,SUB,1,0,10.990914151311722,0
ANTHONY-NG,NG,1,0,31.856101525488725,0
BALDWIN CITY PLANT NO 1-DFO,DFO,1,0,10.645161290322582,0
BELLEVILLE-DFO,DFO,1,0,-6.986541218756402,0
BELOIT-DFO,DFO,1,0,11.07628004179728,0
BURLINGAME-NG,NG,1,0,12.603732419059488,0
CHANUTE 2-NG,NG,1,0,12.177183416765825,0
CLAY CENTER-NG,NG,1,0,-42.243988932654524,0
COFFEYVILLE-DFO,DFO,1,0,12.017167381974248,0
COFFEYVILLE-NG,NG,1,0,12.619772867414188,0
COLBY CITY OF-DFO,DFO,1,0,10.715204004038563,0
ELLINWOOD-DFO,DFO,1,0,11.318051575931232,0
ERIE-DFO,DFO,1,0,12.49519415609381,0
GARNETT MUNICIPAL-DFO,DFO,1,0,0.0,0
GIRARD-NG,NG,1,0,15.05031650706054,0
GOODLAND-NG,NG,1,0,-0.8069917535742923,0
GOODLAND-DFO,DFO,1,0,-0.8090389175617242,0
HILL CITY-NG,NG,1,0,0.0,0
HOISINGTON-DFO,DFO,1,0,10.879723388490982,0
HOISINGTON-NG,NG,1,0,10.702533161004336,0
HOLTON-DFO,DFO,1,0,48.01304248091143,0
HOLTON-NG,NG,1,0,47.633462004400606,0
IOLA-NG,NG,1,0,5.693940089249002,0
IOLA-DFO,DFO,1,0,5.740498034076016,0
QUINDARO-DFO,DFO,1,0,20.906618731003277,0
QUINDARO-NG,NG,1,0,0.0,0
KINGMAN MUNICIPAL POWER AND LIGHT PLANT-NG,NG,1,0,12.587325185877605,0
LA CROSSE-DFO,DFO,1,0,22.43237277418092,0
LARNED-DFO,DFO,1,0,-1.612745098039216,0
MCPHERSON 2-NG,NG,1,0,15.650227411750276,0
MCPHERSON 2-DFO,DFO,1,0,15.661934262391743,0
MEADE-NG,NG,1,0,12.348414999706298,0
MEADE-DFO,DFO,1,0,12.335526315789476,0
MINNEAPOLIS CITY OF-NG,NG,1,0,10.366926806023436,0
MINNEAPOLIS CITY OF-DFO,DFO,1,0,10.273296015805071,0
OSAGE CITY-NG,NG,1,0,-56.10589466742497,0
OSAGE CITY-DFO,DFO,1,0,-55.97381342062194,0
OTTAWA-NG,NG,1,0,27.143751439777837,0
PRATT-NG,NG,1,0,14.210492994493816,0
PRATT-DFO,DFO,1,0,14.750000000000009,0
RUSSELL DOWNTOWN-NG,NG,1,0,12.194339694055818,0
RUSSELL DOWNTOWN-DFO,DFO,1,0,11.428254232583962,0
SABETHA POWER PLANT-DFO,DFO,1,0,-1.582273637741406,0
SABETHA POWER PLANT-NG,NG,1,0,-1.5966196464021227,0
ST FRANCIS-DFO,DFO,1,0,0.0,0
ST JOHN-DFO,DFO,1,0,7.800000000000002,0
SHARON SPRING-NG,NG,1,0,none,0
STAFFORD-DFO,DFO,1,0,6.122448979591841,0
STERLING-DFO,DFO,1,0,10.17142857142857,0
STOCKTON-NG,NG,1,0,-2.4463856345439043,0
WAMEGO-NG,NG,1,0,-6.091151779804865,0
WASHINGTON-DFO,DFO,1,0,12.196094061379036,0
WELLINGTON 1-NG,NG,1,0,16.8496957469656,0
WELLINGTON 1-DFO,DFO,1,0,0.0,0
GARDEN CITY-NG,NG,1,0,11.358302989509005,0
BIG SANDY-NG,NG,1,0,9.955638358757186,0
DIX DAM-WAT,WAT,1,0,8.904036542500853,0
E W BROWN-BIT,BIT,1,0,11.32585798336725,0
E W BROWN-NG,NG,1,0,11.058013727955807,0
E W BROWN-SUN,SUN,1,0,8.904064853008487,0
GHENT-RC,RC,1,0,11.038498190486617,0
HAEFLING-NG,NG,1,0,-1.5796091022421739,0
MOTHER ANN LEE-WAT,WAT,1,0,8.904621502010661,0
CANE RUN-NG,NG,1,0,6.390109750053901,0
MILL CREEK (KY)-BIT,BIT,1,0,10.554446968706433,0
OHIO FALLS-WAT,WAT,1,0,8.903977231405179,0
PADDYS RUN-NG,NG,1,0,10.683411606716628,0
ZORN-NG,NG,1,0,-16.801807838249136,0
BARKLEY-WAT,WAT,1,0,8.904009551970443,0
ELMER SMITH-BIT,BIT,1,0,11.548633812756528,0
PARIS (KY)-DFO,DFO,1,0,12.75,0
KENTUCKY DAM-WAT,WAT,1,0,8.903996353250166,0
PARADISE-BIT,BIT,1,0,8.89744408882055,0
PARADISE-NG,NG,1,0,6.594133004807984,0
SHAWNEE-SUB,SUB,1,0,11.478565954292762,0
WOLF CREEK-WAT,WAT,1,0,8.904003817044888,0
HMP&L STATION TWO HENDERSON-BIT,BIT,1,0,14.44010020618998,0
ROBERT A REID-NG,NG,1,0,22.353146901290614,0
COOPER-BIT,BIT,1,0,10.448445577654908,0
LOUISIANA 1-OG,OG,1,0,4.5493170759758215,0
R S NELSON-PC,PC,1,0,11.825269044103923,0
R S NELSON-NG,NG,1,0,12.216218372242528,0
R S NELSON-SUB,SUB,1,0,11.843457455627306,0
COUGHLIN POWER STATION-NG,NG,1,0,7.742900912162259,0
TECHE-NG,NG,1,0,10.243789999970682,0
LITTLE GYPSY-NG,NG,1,0,10.19178987171229,0
NINE MILE POINT-NG,NG,1,0,9.424423124591153,0
STERLINGTON-NG,NG,1,0,12.006924247962104,0
ARSENAL HILL-NG,NG,1,0,12.734040658721861,0
LIEBERMAN-NG,NG,1,0,12.353525797050695,0
HOUMA-NG,NG,1,0,12.51584823234366,0
NEW ROADS-NG,NG,1,0,0.0,0
RAYNE-DFO,DFO,1,0,0.0,0
BIG CAJUN 1-NG,NG,1,0,12.39054526176491,0
ELLSWORTH HYDRO STATION-WAT,WAT,1,0,8.903998816114584,0
MILFORD HYDRO STATION-WAT,WAT,1,0,8.903955655137354,0
STILLWATER HYDRO STATION-WAT,WAT,1,0,8.90381138762295,0
ANDROSCOGGIN 3-WAT,WAT,1,0,0.0,0
BAR MILLS-WAT,WAT,1,0,0.0,0
BONNY EAGLE-WAT,WAT,1,0,8.904007070641532,0
BRUNSWICK HYDRO-WAT,WAT,1,0,8.903946334398658,0
CAPE GAS TURBINE-DFO,DFO,1,0,24.34866317042615,0
CATARACT HYDRO-WAT,WAT,1,0,8.903729564172902,0
DEER RIPS-WAT,WAT,1,0,8.9039891306189,0
GULF ISLAND-WAT,WAT,1,0,8.903982417005633,0
HARRIS HYDRO-WAT,WAT,1,0,8.904014942772895,0
HIRAM-WAT,WAT,1,0,8.904032681809483,0
MESSALONSKEE 2 (OAKLAND)-WAT,WAT,1,0,8.90407623035452,0
MESSALONSKEE 3-WAT,WAT,1,0,8.903755153075512,0
MESSALONSKEE 5-WAT,WAT,1,0,8.903538323726846,0
NORTH GORHAM-WAT,WAT,1,0,8.903744006733264,0
SHAWMUT-WAT,WAT,1,0,8.903937876289632,0
SKELTON-WAT,WAT,1,0,8.903995467141007,0
WILLIAM F WYMAN-RFO,RFO,1,0,none,0
WILLIAM F WYMAN-MWH,MWH,1,0,none,0
WEST BUXTON-WAT,WAT,1,0,8.904144558333371,0
WESTON HYDRO-WAT,WAT,1,0,8.90405123521336,0
WILLIAMS HYDRO-WAT,WAT,1,0,8.90398316249309,0
WYMAN HYDRO-WAT,WAT,1,0,8.904003469874999,0
CARIBOU GENERATION STATION-WAT,WAT,1,0,0.0,0
GOULD STREET-NG,NG,1,0,0.0,0
HERBERT A WAGNER-NG,NG,1,0,26.112819739621198,0
HERBERT A WAGNER-RC,RC,1,0,0.0,0
HERBERT A WAGNER-RFO,RFO,1,0,13.294564564978478,0
HERBERT A WAGNER-DFO,DFO,1,0,20.75925925925926,0
NOTCH CLIFF-NG,NG,1,0,13.11121096811323,0
PERRYMAN-DFO,DFO,1,0,10.95011855256177,0
PERRYMAN-NG,NG,1,0,10.543282931629088,0
PHILADELPHIA-DFO,DFO,1,0,17.44279249740082,0
RIVERSIDE (MD)-DFO,DFO,1,0,20.876231519957514,0
WESTPORT-NG,NG,1,0,15.441755616974325,0
VIENNA OPERATIONS-DFO,DFO,1,0,-6.422785471648809,0
VIENNA OPERATIONS-RFO,RFO,1,0,14.519414941989014,0
DEEP CREEK-WAT,WAT,1,0,8.904072713842249,0
CHALK POINT LLC-NG,NG,1,0,11.279157602022883,0
CHALK POINT LLC-DFO,DFO,1,0,22.884518928949035,0
CHALK POINT LLC-BIT,BIT,1,0,10.984246965802448,0
DICKERSON-BIT,BIT,1,0,11.188899964029789,0
DICKERSON-DFO,DFO,1,0,16.40602840232211,0
DICKERSON-NG,NG,1,0,11.799282627971367,0
MORGANTOWN GENERATING PLANT-DFO,DFO,1,0,13.791875649171244,0
MORGANTOWN GENERATING PLANT-BIT,BIT,1,0,10.155448213834486,0
CONOWINGO-WAT,WAT,1,0,8.904000725859198,0
EASTON-DFO,DFO,1,0,-197.32,0
EXELON FRAMINGHAM LLC-DFO,DFO,1,0,13.60185256232346,0
MYSTIC GENERATING STATION-RFO,RFO,1,0,11.751235477015296,0
MYSTIC GENERATING STATION-NG,NG,1,0,7.550249921235577,0
PILGRIM NUCLEAR POWER STATION-NUC,NUC,1,0,10.441608640068553,0
EXELON MEDWAY LLC-DFO,DFO,1,0,25.506059887161527,0
KENDALL SQUARE STATION-NG,NG,1,0,5.787891637015445,0
KENDALL SQUARE STATION-DFO,DFO,1,0,5.834462782517611,0
OAK BLUFFS DIESEL GENERATING FACILITY-DFO,DFO,1,0,9.95069246970827,0
CANAL-RFO,RFO,1,0,9.695501437419672,0
BOATLOCK-WAT,WAT,1,0,8.904104033258978,0
CHEMICAL-WAT,WAT,1,0,8.907061158928663,0
HADLEY FALLS-WAT,WAT,1,0,8.903972384030697,0
RIVERSIDE HOLYOKE-WAT,WAT,1,0,8.904071509476006,0
DEERFIELD 5-WAT,WAT,1,0,8.903996896268538,0
CABOT-WAT,WAT,1,0,8.904010405143772,0
COBBLE MOUNTAIN-WAT,WAT,1,0,8.90415105785602,0
DOREEN-KER,KER,1,0,15.11181175311898,0
GARDNERS FALLS-WAT,WAT,1,0,8.90369129102081,0
PUTTS BRIDGE-WAT,WAT,1,0,8.903658026034178,0
REDBRIDGE-WAT,WAT,1,0,8.90426795688288,0
ESSENTIAL POWER MASSACHUSETTS LLC-NG,NG,1,0,12.227376054047454,0
ESSENTIAL POWER MASSACHUSETTS LLC-KER,KER,1,0,7.035192689718351,0
WOODLAND ROAD-KER,KER,1,0,5.890043178368359,0
POTTER STATION 2-NG,NG,1,0,13.047229806318642,0
HIGH STREET STATION-NG,NG,1,0,-0.8174980038326742,0
HIGH STREET STATION-DFO,DFO,1,0,-0.8323424494649228,0
WATERS RIVER-NG,NG,1,0,12.847149144592857,0
CLEARY FLOOD-RFO,RFO,1,0,none,0
CLEARY FLOOD-NG,NG,1,0,none,0
ALCONA-WAT,WAT,1,0,8.905205545846837,0
ALLEGAN DAM-WAT,WAT,1,0,8.903391672355275,0
C W TIPPY-WAT,WAT,1,0,8.904519797025316,0
COOKE-WAT,WAT,1,0,8.904257659048525,0
CROTON-WAT,WAT,1,0,8.904100911449126,0
DAN E KARN-SUB,SUB,1,0,10.34359439136989,0
DAN E KARN-NG,NG,1,0,11.942998999239684,0
FIVE CHANNELS-WAT,WAT,1,0,8.904319451515963,0
FOOTE-WAT,WAT,1,0,8.903517680694822,0
HARDY-WAT,WAT,1,0,8.904221362833301,0
HODENPYL-WAT,WAT,1,0,8.904530804816579,0
J H CAMPBELL-SUB,SUB,1,0,10.062782005643184,0
LOUD-WAT,WAT,1,0,8.904108204128258,0
LUDINGTON-WAT,WAT,1,0,-0.0,0
MIO-WAT,WAT,1,0,8.904466601297734,0
PALISADES-NUC,NUC,1,0,10.44161079957003,0
ROGERS-WAT,WAT,1,0,8.903012357502385,0
WEBBER-WAT,WAT,1,0,8.903789592241989,0
COLFAX-DFO,DFO,1,0,15.796007126917186,0
DELRAY-NG,NG,1,0,14.01545512840731,0
FERMI-NUC,NUC,1,0,10.441607207851776,0
FERMI-DFO,DFO,1,0,-84.42342342342343,0
HANCOCK-NG,NG,1,0,15.301679749565476,0
MONROE (MI)-RC,RC,1,0,9.216855124226273,0
MONROE (MI)-DFO,DFO,1,0,11.289295507744034,0
NORTHEAST (MI)-NG,NG,1,0,18.558951612554285,0
NORTHEAST (MI)-DFO,DFO,1,0,0.0,0
OLIVER-DFO,DFO,1,0,-1.5438271303838838,0
PLACID 12-DFO,DFO,1,0,-38.21075517603961,0
PUTNAM (MI)-DFO,DFO,1,0,74.56474421125867,0
RIVER ROUGE-SUB,SUB,1,0,11.780542345537512,0
RIVER ROUGE-DFO,DFO,1,0,-2.0126582278481013,0
SLOCUM-DFO,DFO,1,0,-0.6448979591836735,0
ST CLAIR-RC,RC,1,0,10.963788573522985,0
ST CLAIR-NG,NG,1,0,12.029596437227802,0
ST CLAIR-DFO,DFO,1,0,11.164964269934918,0
SUPERIOR-DFO,DFO,1,0,102.6129367284574,0
TRENTON CHANNEL-SUB,SUB,1,0,10.770835174440235,0
WILMOT-DFO,DFO,1,0,10.469369351315605,0
MANISTIQUE-DFO,DFO,1,0,12.915566158076611,0
EDISON SAULT-WAT,WAT,1,0,8.904002535030767,0
BERRIEN SPRINGS-WAT,WAT,1,0,8.904056657509177,0
BUCHANAN (MI)-WAT,WAT,1,0,8.902378312130525,0
SAXON FALLS-WAT,WAT,1,0,8.90289049223267,0
SUPERIOR FALLS-WAT,WAT,1,0,8.904976022788727,0
CONSTANTINE-WAT,WAT,1,0,8.898785051162413,0
MOTTVILLE-WAT,WAT,1,0,8.906215283873214,0
PRESQUE ISLE-SUB,SUB,1,0,12.595603089907693,0
JOHN H WARDEN-WDS,WDS,1,0,14.601490001307019,0
PRICKETT-WAT,WAT,1,0,8.907697412148663,0
VICTORIA DAM-WAT,WAT,1,0,8.903922782875355,0
BRULE-WAT,WAT,1,0,8.901995930717824,0
CHALK HILL-WAT,WAT,1,0,8.904349268958006,0
HEMLOCK FALLS-WAT,WAT,1,0,8.901860614938277,0
KINGSFORD-WAT,WAT,1,0,8.903652590273856,0
MICHIGAMME FALLS-WAT,WAT,1,0,8.903073593495195,0
PEAVY FALLS-WAT,WAT,1,0,8.903451658885388,0
WAY DAM-WAT,WAT,1,0,8.90245958395313,0
WHITE RAPIDS-WAT,WAT,1,0,8.903960178674772,0
GRAND RAPIDS-WAT,WAT,1,0,8.903467877949712,0
CLINTON-DFO,DFO,1,0,-0.374227139602994,0
CRYSTAL FALLS-WAT,WAT,1,0,8.904662054372778,0
J B SIMS-BIT,BIT,1,0,13.392203507713148,0
GRAND HAVEN DIESEL PLANT-NG,NG,1,0,15.889806882276645,0
HART-NG,NG,1,0,0.0,0
HART-DFO,DFO,1,0,0.0,0
HILLSDALE-NG,NG,1,0,10.109263413882278,0
ECKERT STATION-SUB,SUB,1,0,10.449210435669725,0
ERICKSON STATION-SUB,SUB,1,0,11.013411283233811,0
JAMES R SMITH-WAT,WAT,1,0,8.903539902889353,0
MARSHALL (MI)-WAT,WAT,1,0,8.758983427418446,0
MARSHALL (MI)-NG,NG,1,0,64.31916126582783,0
NEWBERRY-DFO,DFO,1,0,17.454545454545453,0
NORWAY (MI)-WAT,WAT,1,0,8.904363111400432,0
ST LOUIS-WAT,WAT,1,0,8.884517816937638,0
ST LOUIS-DFO,DFO,1,0,-0.0,0
MAIN STREET (MI)-NG,NG,1,0,0.0,0
MAIN STREET (MI)-DFO,DFO,1,0,17.032967032967033,0
STURGIS CITY DIESEL PLANT-DFO,DFO,1,0,-20.289192955204783,0
HYDRO PLANT-WAT,WAT,1,0,8.900587962043291,0
SAINT MARYS FALLS-WAT,WAT,1,0,8.903905192189171,0
WYANDOTTE-NG,NG,1,0,136.19538188277087,0
WYANDOTTE-DFO,DFO,1,0,9.289256198347108,0
ZEELAND-NG,NG,1,0,37.22216604460436,0
