plant_id,bus_id,Pg,status,Pmax,Pmin,ramp_30,type,region
MIDWEST ENERGY COMMUNITY SOLAR ARRAY-SUN,149333,1,OP,1.2, , ,SUN,Eastern
KETTLEMAN SOLAR -CENTAURUS-SUN,310461,1,OP,18.0, , ,SUN,Western
SANDSTONE SOLAR-SUN,310461,1,OP,42.0,0,0,SUN,Western
CLINTON LFGTE-LFG,156133,1,OP,3.2,0.8,0.8,LFG,Eastern
CHARLTON SOLAR I-SUN,,1,OP,2.3,,,SUN,Eastern
ADAMS WIND-WND,156133,1,OP,154.3,0,0,WND,Eastern
CORONAL LOST HILLS-SUN,310382,1,OP,20.0, , ,SUN,Western
LIGHTOLIER WIND I TURBINE-WND,310382,1,OP,2.0,0,0,WND,Eastern
GARYSBURG SOLAR-SUN,148245,1,OP,5.0, , ,SUN,Eastern
GASTON SOLAR-SUN,148245,1,OP,5.0,0,0,SUN,Eastern
SEABOARD SOLAR LLC-SUN,148219,1,OP,5.0, , ,SUN,Eastern
MT OLIVE SOLAR 1-SUN,169695,1,OP,5.0, , ,SUN,Eastern
FLS SOLAR 230 (WARREN)-SUN,148441,1,OP,4.8, , ,SUN,Eastern
STILLWATER ENERGY CENTER-NG,149734,1,OP,55.800000000000004,7.5,7.5,NG,Eastern
TARBORO SOLAR-SUN,169710,1,OP,5.0, , ,SUN,Eastern
NELSON GARDENS LANDFILL GAS TO ENERGY-LFG,169710,1,OP,4.4,0,0,LFG,ERCOT
CII METHANE MANAGEMENT III LFG PLANT-LFG,154626,1,OP,1.6,0.8,0.8,LFG,Eastern
"FOREVER 21 RETAIL, INC.-SUN",308789,1,OP,1.0, , ,SUN,Western
NORDHOFF PLACE-SUN,308789,1,OP,0.6,0,0,SUN,Western
CITY OF TRUTH OR CONSEQUENCES PV-SUN,308703,1,OP,1.9, , ,SUN,Western
SENDERO-WND,308703,1,OP,78.0,0,0,WND,ERCOT
CAMPBELL COUNTY WIND FARM-WND,308703,1,OP,97.8,0,0,WND,Eastern
COMANCHE SOLAR-SUN,208134,1,OP,120.0, , ,SUN,Western
"IMPERIAL VALLEY SOLAR CO (IVSC) 2, LLC-SUN",309851,1,OP,20.0, , ,SUN,Western
SPI ANDERSON 2-WDS,308474,1,OP,27.2,5.0,5.0,WDS,uncertain
WASHINGTON CITY ELECTRIC GENERATION-NG,206559,1,OP,6.0,1.0,1.0,NG,Western
TEHACHAPI ENERGY STORAGE PROJECT-MWH,309958,1,OP,8.0,0.0,0.0,MWH,Western
"CORNWALL SOLAR CENTER, LLC-SUN",147186,1,OP,5.0, , ,SUN,Eastern
INNOVATIVE SOLAR 37-SUN,147186,1,OP,100.0,0,0,SUN,Eastern
INNOVATIVE SOLAR 47-SUN,158075,1,OP,33.8, , ,SUN,Eastern
INNOVATIVE SOLAR 48-SUN,158075,1,OP,4.9, , ,SUN,Eastern
INNOVATIVE SOLAR 54-SUN,169783,1,OP,50.0, , ,SUN,Eastern
INNOVATIVE SOLAR 23-SUN,162471,1,OP,1.9, , ,SUN,Eastern
INNOVATIVE SOLAR 46-SUN,169656,1,OP,78.5, , ,SUN,Eastern
INNOVATIVE SOLAR 44-SUN,158075,1,OP,4.9, , ,SUN,Eastern
INNOVATIVE SOLAR 55-SUN,158075,1,OP,6.5, , ,SUN,Eastern
INNOVATIVE SOLAR 64-SUN,169924,1,OP,4.9, , ,SUN,Eastern
INNOVATIVE SOLAR 67-SUN,158075,1,OP,33.3, , ,SUN,Eastern
MAIN STREET SOLAR PROJECT-SUN,161265,1,OP,1.5, , ,SUN,Eastern
GM LORDSTOWN ASSEMBLY SOLAR ARRAY-SUN,162534,1,OP,0.6, , ,SUN,Eastern
"LINDAHL WIND PROJECT, LLC-WND",160683,1,OP,150.0,1.0,1.0,WND,Eastern
REMINGTON SOLAR FACILITY-SUN,147899,1,OP,-999999.0, , ,SUN,uncertain
SARASOTA COUNTY LFGTE FACILITY-LFG,108465,1,OP,4.800000000000001,0.8,0.8,LFG,Eastern
SUN HARVEST SOLAR NDP1-SUN,,1,OP,1.5,,,SUN,Western
WAKE COUNTY LFG FACILITY-LFG,155927,1,OP,7.1999999999999975,0.1,0.1,LFG,Eastern
GULF COAST SOLAR CENTER I-SUN,153448,1,OP,30.0, , ,SUN,Eastern
GULF COAST SOLAR CENTER II-SUN,153513,1,OP,40.0, , ,SUN,Eastern
GULF COAST SOLAR CENTER III-SUN,173475,1,OP,50.0, , ,SUN,Eastern
NBC FIELD'S POINT WIND FARM-WND,173475,1,OP,4.5,0,0,WND,uncertain
"ASPEN SOLAR, LLC-SUN",169697,1,OP,4.9, , ,SUN,Eastern
"MT. HOME SOLAR 1, LLC-SUN",205031,1,OP,20.0, , ,SUN,Western
"PAVANT SOLAR, LLC-SUN",205031,1,OP,50.0,0,0,SUN,Western
"COTTONWOOD SOLAR, LLC COTTONWOOD CARPORT-SUN",,1,OP,1.0,,,SUN,Western
"SHELL NEW ENERGIES, JUNCTION CITY-OBG",,1,OP,1.6,,,OBG,Western
STEEL SUN-SUN,167575,1,OP,1.7,2.0,2.0,SUN,Eastern
BRE-SUN,147186,1,OP,4.9, , ,SUN,Eastern
FRANKLINTON SOLAR-SUN,147186,1,OP,5.0,0,0,SUN,Eastern
ST. PAUL INTL AIRPORT RED & BLUE PARKING-SUN,143589,1,OP,3.1999999999999997, , ,SUN,Eastern
SAND VALLEY POWER STATION-LFG,143589,1,OP,4.800000000000001,0,0,LFG,Eastern
"CII METHANE MANAGEMENT IV, LLC-LFG",169767,1,OP,1.5,0.8,0.8,LFG,Eastern
"SAN ROMAN WIND I, LLC-WND",309331,1,OP,95.3,0.0,0.0,WND,ERCOT
HOLDREGE SOLAR CENTER-SUN,131941,1,OP,4.0, , ,SUN,Eastern
IKEA ST. LOUIS 410-SUN,131941,1,OP,1.0,0,0,SUN,Eastern
DD HAY ROAD SOLAR 23 LLC-SUN,139396,1,OP,1.2, , ,SUN,Eastern
FRAMINGHAM STATE UNIVERSITY PLANT-SUN,140728,1,OP,1.0, , ,SUN,Eastern
CHARLOTTE SOLAR LLC VT-SUN,139874,1,OP,2.0, , ,SUN,Eastern
SEVILLE 1-SUN,,1,OP,20.0,,,SUN,Western
SEVILLE 2-SUN,305768,1,OP,30.0, , ,SUN,Western
SCITUATE WIND-WND,136281,1,OP,1.5,0.1,0.1,WND,Eastern
FAIRHAVEN WIND-WND,135446,1,OP,3.0,0.1,0.1,WND,Eastern
CML&P GENERATING FACILITY NO. 2-NG,161521,1,OP,56.099999999999994,7.5,7.5,NG,Eastern
BULL STREET PLANT-NG,170119,1,OP,2.0,0.5,0.5,NG,Eastern
SUBSTATION 20 PLANT-NG,170119,1,OP,2.0,0.5,0.5,NG,Eastern
MACON SOLAR POWER PROJECT-SUN,140626,1,OP,2.8, , ,SUN,Eastern
SEPV 18-SUN,304724,1,OP,2.0, , ,SUN,Western
TEMPLETON-SUN,304724,1,OP,3.0,0,0,SUN,Eastern
GREEN PASTURES WIND I-WND,305265,1,OP,150.0,1.0,1.0,WND,ERCOT
GREEN PASTURES WIND II-WND,305265,1,OP,150.0,1.0,1.0,WND,ERCOT
BRISCOE WIND FARM-WND,309407,1,OP,150.0,1.0,1.0,WND,ERCOT
KIRKWOOD WIND TURBINE-WND,309407,1,OP,0.7,0,0,WND,Eastern
"VALENTINE WIND, LLC-WND",132460,1,OP,1.9,0.1,0.1,WND,Eastern
ASPIRATION G-SUN,310672,1,OP,9.0, , ,SUN,Western
CITIZEN B-SUN,,1,OP,5.0,,,SUN,Western
LANCASTER WAD B-SUN,310860,1,OP,3.0, , ,SUN,Western
SEPV MOJAVE WEST-SUN,,1,OP,20.0,,,SUN,Western
BARTON SOLAR FARM-SUN,310860,1,OP,1.6,0,0,SUN,Eastern
SUNNYSIDE RANCH COMMUNITY SOLAR ARRAY-SUN,203775,1,OP,1.5, , ,SUN,Western
CHIMES WEST FRIENDSHIP (NIXON FARMS)-SUN,203775,1,OP,0.7,0,0,SUN,Eastern
LAKELAND ELECTRIC CO. (FL)-AIRPORT 1-SUN,173471,1,OP,2.0, , ,SUN,Eastern
LEOMINSTER (MA)-SOUTH STREET-R&D-SUN,173471,1,OP,1.7,0,0,SUN,Eastern
DSH (CA) - COALINGA STATE HOSPITAL-SUN,,1,OP,2.6,,,SUN,Western
RIVER MOUNTAINS SOLAR-SUN,310051,1,OP,14.4, , ,SUN,Western
CDCR (CA) - PLEASANT VALLEY STATE PRISON-SUN,,1,OP,1.2,,,SUN,Western
UMES (MD) - PRINCESS ANNE-SUN,310051,1,OP,1.3,0,0,SUN,Eastern
BOURNE (MA) - HOLLISTON I-SUN,310051,1,OP,1.5,0,0,SUN,Eastern
"WILZIG ASSOCIATES, LLC-SUN",310051,1,OP,1.2,0,0,SUN,Eastern
BLUEWAVE CAPITAL - GRAFTON (SREC II)-SUN,310051,1,OP,1.3,0,0,SUN,Eastern
LAKELAND ELECTRIC CO. (FL) - AIPORT II-SUN,,1,OP,2.9,,,SUN,Eastern
CHESTER POWER PARTNERS-SUN,161248,1,OP,2.2, , ,SUN,Eastern
GLADES PIKE GENERATION PLANT-LFG,147689,1,OP,4.3,0.8,0.8,LFG,Eastern
"RED HILL SOLAR CENTER, LLC-SUN",169949,1,OP,4.9, , ,SUN,Eastern
"VAN SLYKE SOLAR CENTER, LLC-SUN",157732,1,OP,4.9, , ,SUN,Eastern
"BROADWAY SOLAR CENTER, LLC-SUN",169633,1,OP,4.9, , ,SUN,Eastern
ROBESON COUNTY LFG TO ENERGY-LFG,153937,1,OP,2.0,0.5,0.5,LFG,Eastern
OREGON CLEAN ENERGY CENTER-NG,137335,1,OP,847.6, , ,NG,Eastern
OREGON CLEAN ENERGY CENTER-DFO,137335,1,OP,1.5,0.0,0.0,DFO,Eastern
STETSON ROAD SOLAR - BARRE I-SUN,140752,1,OP,2.0, , ,SUN,Eastern
BARRE II SOLAR PROJECT-SUN,140752,1,OP,1.5, , ,SUN,Eastern
CHESTER SOLAR FARM-SUN,140752,1,OP,4.8,0,0,SUN,Eastern
CONCORD SOLAR FARM-SUN,140752,1,OP,1.5,0,0,SUN,Eastern
TIA SOLAR-SUN,154534,1,OP,1.6, , ,SUN,Eastern
IMPA PENDLETON SOLAR PARK-SUN,160343,1,OP,1.6, , ,SUN,Eastern
JEFFERSON SOLAR PARK-SUN,143897,1,OP,1.0, , ,SUN,Eastern
CARROLL COUNTY ENERGY-NG,163642,1,OP,682.6, , ,NG,Eastern
BIOTOWN AG-OBG,154105,1,OP,6.0,0.5,0.5,OBG,Eastern
ADAMS FARM SOLAR-SUN,133565,1,OP,3.0, , ,SUN,Eastern
HEARTLAND COMMUNITY COLLEGE-WND,138282,1,OP,1.7,0.0,0.0,WND,uncertain
RGS-RUTLAND VNM SREC II PROJECT (MA)-SUN,138282,1,OP,2.6,0,0,SUN,Eastern
EDEN SOLAR LLC-SUN,148338,1,OP,47.7, , ,SUN,Eastern
DAVIS MONTHAN AFB (AZ) WEST AIRFIELD-SUN,148338,1,OP,12.6,0,0,SUN,Western
NEW BEDFORD (MA) PLYMOUTH-SUN,161819,1,OP,4.3, , ,SUN,Eastern
UPPER BLACKSTONE (MA) TREASURE VALLEY-SUN,161819,1,OP,5.0,0,0,SUN,Eastern
WAYNOKA GAS PROCESSING PLANT-NG,173359,1,OP,3.9000000000000004,1.0,1.0,NG,uncertain
CRODA ATLAS POINT CHP-LFG,170921,1,OP,2.2,0.7,0.7,LFG,Eastern
GILA RIVER POWER BLOCK 3-NG,309158,1,OP,515.0,70.0,70.0,NG,Western
"FREMONT COMMUNITY DIGESTER, LLC-OBG",309158,1,OP,5.8,0,0,OBG,Eastern
FIDDLER'S CANYON #2-SUN,209016,1,OP,3.0, , ,SUN,Western
FIDDLER'S CANYON #1-SUN,209016,1,OP,3.0, , ,SUN,Western
"ADVANCE STORES COMPANY, INC-SUN",140768,1,OP,1.0, , ,SUN,Eastern
MILLBROOK SCHOOL-SUN,140768,1,OP,1.4,0,0,SUN,Eastern
OREGON UNIVERSITY SYSTEM RABBIT FIELD-SUN,209867,1,OP,1.2, , ,SUN,Western
INDUSTRIAL PLANT-DFO,209867,1,OP,23.5,0,0,DFO,uncertain
CHICAGO WEST SIDE ENERGY CENTER-NG,209867,1,OP,3.5,0,0,NG,Eastern
AHOSKIE-SUN,148202,1,OP,5.0, , ,SUN,Eastern
BAYONNE MUA- LEITNER-POMA WIND TURBINE-WND,140862,1,OP,0.1,0.0,0.0,WND,Eastern
COLON PV-SUN,140862,1,OP,0.9,0,0,SUN,Western
AMAZON SAN BERNARDINO-NG,310747,1,OP,1.0,0.0,0.0,NG,Western
IBM SOUTHBURY-NG,136544,1,OP,1.0,0.0,0.0,NG,Eastern
MAXIM-NG,310258,1,OP,1.0,0.0,0.0,NG,Western
PIXAR - EMERYVILLE-NG,310258,1,OP,1.0,0,0,NG,Western
STARBUCKS - EVOLUTION FRESH-NG,310682,1,OP,1.0,0.0,0.0,NG,Western
YAHOO! - HQ-NG,310893,1,OP,1.0,0.0,0.0,NG,Western
AIRPORT 1 SOLAR (DIA)-SUN,209867,1,OP,1.5, , ,SUN,Western
MUNSTER LANDFILL GAS-TO-ENERGY-LFG,148658,1,OP,1.1,0.5,0.5,LFG,Eastern
MOUNTAIN HOME ENERGY CENTER-NG,148658,1,OP,3.2,0,0,NG,Eastern
DAIRYLAND WTE PLANT-OBG,134673,1,OP,1.4,0.1,0.1,OBG,Eastern
ROCKFISH SOLAR LLC-SUN,139097,1,OP,10.3, , ,SUN,Eastern
WOLF HOLLOW II-NG,309314,1,OP,1064.0,180.9,180.9,NG,ERCOT
"COPPER MOUNTAIN SOLAR 4, LLC-SUN",307840,1,OP,93.6, , ,SUN,Western
GRANBY LFG-LFG,140751,1,OP,2.8,0.4,0.4,LFG,Eastern
NANTICOKE LFG-LFG,141304,1,OP,4.0,0.8,0.8,LFG,Eastern
TOOELE ARMY DEPOT-WND,209867,1,OP,1.7,0.2,0.2,WND,Western
CONCORD FARM-SUN,169576,1,OP,4.9, , ,SUN,Eastern
MOHAVE ELECTRIC AT FORT MOHAVE-SUN,169576,1,OP,14.4,0,0,SUN,Western
HUNT FARM SOLAR-SUN,157942,1,OP,3.0, , ,SUN,Eastern
205 STURBRIDGE A-SUN,140757,1,OP,3.0, , ,SUN,Eastern
201 STURBRIDGE B-SUN,140757,1,OP,2.0, , ,SUN,Eastern
INDY III-SUN,156010,1,OP,2.5, , ,SUN,Eastern
SWEETGUM SOLAR-SUN,147469,1,OP,4.9, , ,SUN,Eastern
SOUTH LOUISBURG SOLAR-SUN,162761,1,OP,5.0, , ,SUN,Eastern
PLAYA SOLAR-SUN,,1,OP,79.0,,,SUN,Western
BALSAM-SUN,147469,1,OP,5.0, , ,SUN,Eastern
ROYAL SOLAR-SUN,169669,1,OP,4.9, , ,SUN,Eastern
KINSTON SOLAR-SUN,148467,1,OP,5.0, , ,SUN,Eastern
LAURINBURG SOLAR-SUN,162741,1,OP,5.0, , ,SUN,Eastern
INDY GROCERS-SUN,156010,1,OP,1.0, , ,SUN,Eastern
NEWTON GROVE-SUN,147987,1,OP,1.9, , ,SUN,Eastern
TWIN FALLS (WI)-WAT,171300,1,OP,9.2,1.5,1.5,WAT,Eastern
SLATE CREEK WIND PROJECT LLC-WND,155851,1,OP,150.0,0.0,0.0,WND,Eastern
MILO WIND PROJECT LLC-WND,308611,1,OP,50.0,50.0,50.0,WND,Eastern
SPRING HILL ROAD-SUN,140752,1,OP,1.9, , ,SUN,Eastern
SPRINGBOK SOLAR FARM 2-SUN,,1,OP,155.0,,,SUN,Western
GENERAL MOTORS CORP AT WHITE MARSH MD-SUN,170896,1,OP,1.0, , ,SUN,Eastern
CNE AT CAMBRIDGE MD-SUN,170951,1,OP,3.2, , ,SUN,Eastern
GEORGIA POWER AT WADLEY GA-SUN,142381,1,OP,1.0, , ,SUN,Eastern
MUNICH RE PLAZA-SUN,142381,1,OP,2.4000000000000004,0,0,SUN,Eastern
NEW RIVER-LFG,147365,1,OP,5.399999999999999,0.1,0.1,LFG,Eastern
NORTHWEST COMMUNITY HOSPITAL-NG,147365,1,OP,3.6,0,0,NG,Eastern
PIKES PEAK SOLAR GARDEN 1 LLC-SUN,,1,OP,2.0,,,SUN,uncertain
ADAMS COMMUNITY SOLAR GARDEN LLC-SUN,209867,1,OP,1.2, , ,SUN,Western
ADAMS COMMUNITY SOLAR GARDEN III LLC-SUN,204091,1,OP,1.2, , ,SUN,Western
GREAT BAY SOLAR 1-SUN,170985,1,OP,75.0, , ,SUN,Eastern
NORTH STAR SOLAR PROJECT-SUN,130230,1,OP,100.0, , ,SUN,Eastern
WATERVLIET PV-SUN,144741,1,OP,4.6, , ,SUN,Eastern
OLIVEPV-SUN,147727,1,OP,5.0, , ,SUN,Eastern
DEER CREEK PV-SUN,123992,1,OP,2.5, , ,SUN,Eastern
"SOINCPOWER6, LLC-SUN",111379,1,OP,5.0, , ,SUN,Eastern
"SOINCPOWER5, LLC-SUN",148276,1,OP,5.0, , ,SUN,Eastern
JOHNSTON SOLAR-SUN,162810,1,OP,1.0, , ,SUN,Eastern
HP HOOD CT-NG,147558,1,OP,15.0,7.0,7.0,NG,Eastern
TWIN BRANCH PV-SUN,147716,1,OP,2.6, , ,SUN,Eastern
FORT BENNING SOLAR FACILITY-SUN,162204,1,OP,30.0, , ,SUN,Eastern
FORT GORDON SOLAR FACILITY-SUN,151620,1,OP,30.0, , ,SUN,Eastern
KING'S BAY SOLAR FACILITY-SUN,,1,OP,30.2,,,SUN,uncertain
FORT STEWART SOLAR FACILITY-SUN,151620,1,OP,30.0,0,0,SUN,Eastern
PALMER SOLAR LLC-SUN,151620,1,OP,2.5,0,0,SUN,Eastern
LOCKHEED MARTIN SOLAR SYSTEM-SUN,148704,1,OP,1.9, , ,SUN,Eastern
KINGBIRD A SOLAR LLC-SUN,,1,OP,20.0,,,SUN,Western
UC DAVIS SOUTH CAMPUS-SUN,303400,1,OP,13.0, , ,SUN,Western
LOWELL SOLAR LANDFILL-SUN,140716,1,OP,1.3, , ,SUN,Eastern
RICHLAND SOLAR CENTER-SUN,142045,1,OP,20.0, , ,SUN,Eastern
MARSHALL SOLAR ENERGY PROJECT-SUN,167845,1,OP,62.3, , ,SUN,Eastern
MARINE CORPS LOGISTICS BASE SOLAR-SUN,111917,1,OP,31.2, , ,SUN,Eastern
RIVERSIDE RWQCP FUEL CELL-OBG,310076,1,OP,1.4,0.6,0.6,OBG,Western
"BEAUFORT SOLAR, LLC-SUN",148462,1,OP,15.0, , ,SUN,Eastern
CP BLOOM WIND LLC-WND,173513,1,OP,178.2,1.5,1.5,WND,Eastern
BUTLER SOLAR FARM 20-SUN,173405,1,OP,20.0, , ,SUN,Eastern
PAWPAW SOLAR PLANT-SUN,173405,1,OP,30.0, , ,SUN,Eastern
BUTLER SOLAR PROJECT 103-SUN,173405,1,OP,100.0, , ,SUN,Eastern
TAYLOR COUNTY SOLAR-SUN,173405,1,OP,143.0, , ,SUN,Eastern
"SUNENERGY1-SCOTLAND NECK, LLC-SUN",148247,1,OP,3.0, , ,SUN,Eastern
"CHOCO SOLAR, LLC-SUN",148462,1,OP,5.0, , ,SUN,Eastern
CORCORAN SOLAR 3-SUN,307836,1,OP,20.0, , ,SUN,Western
ALBERTSON SOLAR LLC-SUN,148441,1,OP,5.0, , ,SUN,Eastern
NEW FRONTIER WIND-WND,148441,1,OP,100.0,0,0,WND,Eastern
WESTERN BRANCH HIGH SCHOOL-SUN,147065,1,OP,0.4, , ,SUN,Eastern
MERCK-SUN,147372,1,OP,-999999.0, , ,SUN,Eastern
MOXIE FREEDOM GENERATION PLANT-NG,171824,1,OP,980.0,225.0,225.0,NG,Eastern
MOUNT OLIVE SOLAR-SUN,169695,1,OP,2.0, , ,SUN,Eastern
PHILIP MORRIS-SUN,147869,1,OP,0.8, , ,SUN,Eastern
FREEMONT SOLAR CENTER LLC-SUN,169798,1,OP,5.0, , ,SUN,Eastern
GREENSVILLE COUNTY POWER STATION-NG,171697,1,OP,1585.0, , ,NG,Eastern
CRESTWOOD SOLAR CENTER LLC-SUN,147186,1,OP,5.0, , ,SUN,Eastern
ORO LOMA-SUN,307723,1,OP,20.0, , ,SUN,Western
SUNE- E PHILADELPHIA ONTARIO-SUN,310647,1,OP,1.0, , ,SUN,Western
POLLOCKSVILLE SOLAR-SUN,148412,1,OP,5.0, , ,SUN,Eastern
NELLIS SOLAR PV II-SUN,304930,1,OP,15.0, , ,SUN,Western
LILLINGTON SOLAR-SUN,147673,1,OP,5.0, , ,SUN,Eastern
SOUTH CAMPUS SOLAR-SUN,158153,1,OP,0.5, , ,SUN,uncertain
ALPINE POWER PLANT-NG,157152,1,OP,405.2,101.0,101.0,NG,Eastern
HUNT ROAD SOLAR-SUN,136939,1,OP,4.5, , ,SUN,Eastern
"VANCE SOLAR FARM, LLC-SUN",136939,1,OP,4.9,0,0,SUN,Eastern
"CLINE SOLAR FARM, LLC-SUN",152640,1,OP,4.9, , ,SUN,Eastern
"BG STEWART SOLAR FARM, LLC-SUN",114406,1,OP,4.9, , ,SUN,Eastern
FCPC RENEWABLE GENERATION-OBG,114406,1,OP,2.0,0,0,OBG,Eastern
FIDDLER'S CANYON 3-SUN,209016,1,OP,3.0, , ,SUN,Western
SOLUGA FARMS IV-SUN,169670,1,OP,4.9, , ,SUN,Eastern
MEADOWBROOK SOLAR FARM-SUN,114577,1,OP,4.9, , ,SUN,Eastern
"COATS SOLAR FARM, LLC-SUN",114577,1,OP,4.9,0,0,SUN,Eastern
SKY GLOBAL POWER ONE-NG,301628,1,OP,49.8,4.3,4.3,NG,ERCOT
RE TRANQUILLITY-SUN,309869,1,OP,200.0, , ,SUN,Western
"GREAT VALLEY SOLAR PORTFOLIO HOLDINGS, LLC-SUN",309869,1,OP,226.0, , ,SUN,Western
"IRON SPRINGS SOLAR, LLC-SUN",209867,1,OP,80.0, , ,SUN,Western
MORGAN LANCASTER 1-SUN,,1,OP,1.5,,,SUN,Western
RATTLESNAKE DEN-WND,310808,1,OP,207.2,0.0,0.0,WND,ERCOT
"CONETOE II SOLAR, LLC-SUN",310808,1,OP,80.0,0,0,SUN,Eastern
"GRANITE MOUNTAIN SOLAR WEST, LLC-SUN",206093,1,OP,50.4, , ,SUN,Western
"GRANITE MOUNTAIN SOLAR EAST, LLC-SUN",209867,1,OP,80.0, , ,SUN,Western
SR CAMDEN-SUN,142058,1,OP,12.0, , ,SUN,Eastern
BAKERSFIELD 111-SUN,310748,1,OP,1.4, , ,SUN,Western
AES WARRIOR RUN ENERGY STORAGE PROJECT-MWH,122619,1,OP,5.0,0.0,0.0,MWH,Eastern
YADKINVILLE SOLAR-SUN,150383,1,OP,3.5, , ,SUN,Eastern
POTRERO HILLS ENERGY PRODUCERS-LFG,308802,1,OP,8.0,1.1,1.1,LFG,Western
OSCEOLA SOLAR FACILITY-SUN,124331,1,OP,3.8, , ,SUN,Eastern
SMITHFIELD-SUN,,1,OP,1.8,,,SUN,Eastern
ESA SELMA-SUN,160764,1,OP,1.8, , ,SUN,Eastern
GRAND RIDGE BATTERY PROJECTS-MWH,138201,1,OP,33.0,0.0,0.0,MWH,Eastern
MILFORD 2-SUN,209013,1,OP,3.0, , ,SUN,Western
ELWOOD ENERGY STORAGE CENTER-MWH,138237,1,OP,19.8,0.0,0.0,MWH,Eastern
JAKE ENERGY STORAGE CENTER-MWH,138219,1,OP,19.8,0.0,0.0,MWH,Eastern
WESTERN ANTELOPE BLUE SKY B-SUN,,1,OP,19.0,,,SUN,Western
NORTH LANCASTER RANCH-SUN,310860,1,OP,17.0, , ,SUN,Western
CENTRAL ANTELOPE DRY RANCH C-SUN,,1,OP,16.0,,,SUN,Western
ELEVATION SOLAR C-SUN,310860,1,OP,37.0, , ,SUN,Western
LATIGO WIND PARK-WND,209867,1,OP,62.1,1.7,1.7,WND,Western
CAMP LEJEUNE SOLAR-SUN,112218,1,OP,12.8, , ,SUN,Eastern
PEPPERIDGE FARM BLOOMFIELD-NG,140774,1,OP,2.1,0.6,0.6,NG,Eastern
"DESERT WIND FARM, LLC-WND",147094,1,OP,208.0,0.0,0.0,WND,Eastern
BEARKAT-WND,310808,1,OP,196.7,0.0,0.0,WND,ERCOT
WALT DISNEY WORLD SOLAR FACILITY-SUN,150828,1,OP,4.9, , ,SUN,Eastern
GOLDEN WEST POWER PARTNERS LLC-WND,209867,1,OP,250.0,0.0,0.0,WND,Western
CAROUSEL WIND FARM LLC-WND,209867,1,OP,150.0,0.0,0.0,WND,Western
RE ASTORIA-SUN,,1,OP,100.0,,,SUN,Western
RE ASTORIA 2-SUN,,1,OP,75.0,,,SUN,Western
"ENERPARC CA2, LLC-SUN",308466,1,OP,1.5, , ,SUN,Western
"COLUMBIA SOLAR ENERGY, LLC-SUN",,1,OP,19.2,,,SUN,Western
MASHPEE LANDFILL SOLAR-SUN,133715,1,OP,1.5, , ,SUN,Eastern
NEW CASTLE SOLAR RES-SUN,160338,1,OP,1.1, , ,SUN,Eastern
SCOTLAND SOLAR RES-SUN,160271,1,OP,1.1, , ,SUN,Eastern
NEW HAVEN SOLAR RES-SUN,160271,1,OP,1.1,0,0,SUN,Eastern
LANESVILLE SOLAR RES-SUN,169412,1,OP,1.1, , ,SUN,Eastern
ELLETTSVILLE SOLAR RES-SUN,169412,1,OP,1.1,0,0,SUN,Eastern
HENRYVILLE SOLAR RES-SUN,169412,1,OP,1.1,0,0,SUN,Eastern
SPRING MILL SOLAR RES-SUN,160273,1,OP,1.1, , ,SUN,Eastern
DECATUR CO. SOLAR RES (IN)-SUN,160665,1,OP,1.1, , ,SUN,Eastern
JACKSON CO. SOLAR RES-SUN,160665,1,OP,1.1,0,0,SUN,Eastern
JOHNSON CO. SOLAR RES-SUN,160356,1,OP,1.1, , ,SUN,Eastern
BABCOCK SOLAR ENERGY CENTER-SUN,,1,OP,74.9,,,SUN,Eastern
BABCOCK SOLAR ENERGY CENTER-MWH,,1,OP,10.0,,,MWH,Eastern
RE ROSEROCK-SUN,310870,1,OP,157.5, , ,SUN,ERCOT
AEP MILTON NAS-MWH,108946,1,OP,2.0,0.1,0.1,MWH,Eastern
OUCHCHY PV1-SUN,156822,1,OP,3.0, , ,SUN,Eastern
TURKEY CREEK PV1-SUN,169744,1,OP,13.5, , ,SUN,Eastern
VAUGHN CREEK PV1-SUN,169744,1,OP,20.0, , ,SUN,Eastern
CLARKSTOWN LANDFILL SOLAR FACILITY-SUN,129175,1,OP,2.0, , ,SUN,Eastern
DAYTONA INTERNATIONAL SPEEDWAY SOLAR-SUN,152853,1,OP,0.8, , ,SUN,Eastern
FIU SOLAR-SUN,150295,1,OP,0.8, , ,SUN,Eastern
MORELOS DEL SOL-SUN,,1,OP,15.0,,,SUN,Western
HOOPER SOLAR-SUN,209867,1,OP,52.0, , ,SUN,Western
MURPHY FLAT SOLAR-SUN,,1,OP,20.0,,,SUN,Western
ORCHARD RANCH SOLAR-SUN,205059,1,OP,20.0, , ,SUN,Western
AMERICAN FALLS SOLAR-SUN,205059,1,OP,20.0, , ,SUN,Western
AMERICAN FALLS SOLAR II-SUN,209867,1,OP,20.0, , ,SUN,Western
"GRANT WIND, LLC-WND",159804,1,OP,151.8,2.3,2.3,WND,Eastern
MANATEE SOLAR ENERGY CENTER-SUN,173473,1,OP,74.9, , ,SUN,Eastern
FINDLAY WIND FARM-WND,153675,1,OP,3.0,3.0,3.0,WND,Eastern
MESA 1-MWH,209867,1,OP,2.0,1.0,1.0,MWH,Western
DOMINO FARMS SOLAR-SUN,173193,1,OP,1.0, , ,SUN,Eastern
FORD WORLD HEADQUARTERS-SUN,173198,1,OP,1.0, , ,SUN,Eastern
